Chord,E,A,D,G,B,E2,Structure,Note1,Note2,Note3,Note4,Note5,Note6
G#5;2,1,3,4,x,x,x,1;5,G#,D#,G#,x,x,x
G#5;3,x,1,3,x,x,x,1;5,x,G#,D#,x,x,x
G#6;1,x,x,1,1,1,1,1;3;5;6,x,x,D#,G#,C,F
G#6;2,1,x,3,2,4,1,1;3;5;6,G#,x,G#,C,F,G#
G#6;3,x,4,2,3,1,x,1;3;5;6,x,G#,C,F,G#,x
G#7;1,x,x,1,1,1,2,1;3;5;b7,x,x,D#,G#,C,F#
G#7;2,1,3,1,2,4,1,1;3;5;b7,G#,D#,F#,C,F#,G#
G#7;3,x,1,3,1,4,1,1;3;5;b7,x,G#,D#,F#,C,D#
G#7;4,1,3,1,2,1,1,1;3;5;b7,G#,D#,F#,C,D#,G#
G#9;1,x,1,3,2,4,x,1;3;5;b7;9,x,C,F#,A#,D#,x
G#9;2,x,x,2,1,3,4,1;3;5;b7;9,x,x,F#,A#,D#,G#
G#9;3,x,2,1,3,4,x,1;3;5;b7;9,x,G#,C,F#,A#,x
G#11;1,3,x,4,2,1,1,1;3;5;b7;9;11,G#,x,F#,A#,C#,F#
G#11;2,x,x,1,1,2,1,1;3;5;b7;9;11,x,x,G#,C#,F#,A#
G#11;3,x,1,1,1,1,1,1;3;5;b7;9;11,x,G#,C#,F#,A#,D#
G#13;1,3,x,4,2,1,1,1;3;5;b7;9;11;13,G#,x,F#,A#,C,F
G#13;2,1,x,1,2,3,4,1;3;5;b7;9;11;13,G#,x,F#,C,F,A#
G#13;3,x,2,1,3,3,4,1;3;5;b7;9;11;13,x,G#,C,F#,A#,F
G#13;4,1,x,2,3,4,x,1;3;5;b7;9;11;13,G#,x,F#,C,F,x
G#43991;1,2,1,1,1,3,4,1;3;5;6;9,G#,C,F,A#,D#,G#
G#43991;2,x,x,2,1,3,4,1;3;5;6;9,x,x,G#,C,F,A#
G#43991;3,x,2,1,1,3,4,1;3;5;6;9,x,G#,C,F,A#,D#
G#7(#11);1,x,1,3,2,x,x,1;3;5;b7;#11,x,G#,D,F#,x,x
G#7(#5);1,1,x,1,2,3,1,1;3;#5;b7,G#,x,F#,C,E,G#
G#7(#5);2,x,1,2,1,1,x,1;3;#5;b7,x,F#,C,E,G#,x
G#7(#5);3,x,1,4,1,3,2,1;3;#5;b7,x,G#,E,F#,C,E
G#7(#9);1,2,1,3,3,3,3,1;3;5;b7;#9,G#,C,F#,B,D#,G#
G#7(#9);2,1,3,1,2,1,4,1;3;5;b7;#9,G#,D#,F#,C,D#,B
G#7(#9);3,x,2,1,3,4,x,1;3;5;b7;#9,x,G#,C,F#,B,x
G#7(b9);1,3,2,4,1,x,x,1;3;5;b7;b9,G#,C,F#,A,x,x
G#7(b9);2,1,x,1,2,1,3,1;3;5;b7;b9,G#,x,F#,C,D#,A
G#7(b9);3,x,2,1,3,1,x,1;3;5;b7;b9,x,G#,C,F#,A,x
G#7b5;1,x,x,2,4,1,3,1;3;b5;b7,x,x,F#,C,D,G#
G#7b5;2,1,3,2,4,x,x,1;3;b5;b7,G#,D,F#,C,x,x
G#7b5;3,x,x,1,2,3,4,1;3;b5;b7,x,x,G#,D,F#,C
G#7sus4;1,x,x,1,1,2,3,1;4;5;b7,x,x,D#,G#,C#,F#
G#7sus4;2,1,3,1,4,1,1,1;4;5;b7,G#,D#,F#,C#,D#,G#
G#7sus4;3,x,x,1,3,2,4,1;4;5;b7,x,x,G#,D#,F#,C#
G#9b5;1,2,1,3,1,1,4,1;3;b5;b7;9,G#,C,F#,A#,D,G#
G#9b5;2,x,x,1,2,3,1,1;3;b5;b7;9,x,x,G#,D,F#,A#
G#9b5;3,1,2,1,3,4,1,1;3;b5;b7;9,D,G#,C,F#,A#,D
G#aug;1,x,3,2,1,1,x,1;3;#5,x,E,G#,C,E,x
G#aug;2,4,3,2,1,x,x,1;3;#5,C,E,G#,C,x,x
G#aug;3,x,x,4,2,3,1,1;3;#5,x,x,E,G#,C,E
G#dim;1,x,x,4,3,1,2,1;b3;b5,x,x,G#,B,D,G#
G#dim;2,1,2,4,1,x,x,1;b3;b5,G#,D,G#,B,x,x
G#dim;3,x,1,2,4,3,x,1;b3;b5,x,G#,D,G#,B,x
G#dim;4,x,x,3,1,4,x,1;b3;b5,x,x,B,D,G#,x
G#dim;5,x,x,x,2,1,3,1;b3;b5,x,x,x,B,D,G#
G#dim;6,2,x,x,3,1,x,1;b3;b5,G#,x,x,B,D,x
G#dim;7,x,x,x,3,2,1,1;b3;b5,x,x,x,G#,B,D
G#dim7;1,2,4,1,3,x,x,1;b3;b5;bb7,G#,D,F,B,x,x
G#dim7;2,x,2,3,1,4,x,1;b3;b5;bb7,x,F,B,D,G#,x
G#dim7;3,x,x,1,3,2,4,1;b3;b5;bb7,x,x,B,F,G#,D
G#dim7;4,2,x,1,3,1,x,1;b3;b5;bb7,G#,x,F,B,D,x
G#dim7;5,x,x,x,2,1,3,1;b3;b5;bb7,x,x,x,F,G#,D
G#dim7;6,x,x,x,2,1,3,1;b3;b5;bb7,x,x,x,G#,B,F
G#m;1,1,3,4,1,1,1,1;b3;5,G#,D#,G#,B,D#,G#
G#m;2,x,x,1,3,4,2,1;b3;5,x,x,G#,D#,G#,B
G#m;3,x,1,3,4,2,1,1;b3;5,x,G#,D#,G#,B,D#
G#m;4,x,3,4,1,1,x,1;b3;5,x,D#,G#,B,D#,x
G#m;5,1,4,x,2,x,x,1;b3;5,G#,D#,x,B,x,x
G#m;6,3,1,x,x,x,x,1;b3;5,G#,B,x,x,x,x
G#m;7,1,3,4,1,1,x,1;b3;5,G#,D#,G#,B,D#,x
G#m11;1,2,x,3,4,1,x,1;b3;5;b7;9;11,G#,x,F#,B,C#,x
G#m6;1,x,x,1,2,0,3,1;b3;5;6,x,x,D#,G#,B,F
G#m6;2,1,x,3,1,4,1,1;b3;5;6,G#,x,G#,B,F,G#
G#m6;3,x,3,1,2,1,x,1;b3;5;6,x,G#,B,F,G#,x
G#m6;4,2,x,1,3,3,3,1;b3;5;6,G#,x,F,B,D#,G#
G#m7;1,1,3,1,1,4,1,1;b3;5;b7,G#,D#,F#,B,F#,G#
G#m7;2,x,x,1,4,2,3,1;b3;5;b7,x,x,G#,D#,F#,B
G#m7;3,x,1,3,1,2,1,1;b3;5;b7,x,G#,D#,F#,B,D#
G#m7;4,2,x,3,3,3,x,1;b3;5;b7,G#,x,F#,B,D#,x
G#m7;5,1,3,1,1,1,4,1;b3;5;b7,G#,D#,F#,B,D#,B
G#m7;6,2,1,3,4,0,x,1;b3;5;b7,G#,B,F#,B,B,x
G#m7;7,2,x,3,4,x,x,1;b3;5;b7,G#,x,F#,B,x,x
G#m7;8,x,2,1,3,4,x,1;b3;5;b7,x,G#,B,F#,B,x
G#m7;9,1,3,1,1,1,1,1;b3;5;b7,G#,D#,F#,B,D#,G#
G#m7;10,1,3,1,1,1,x,1;b3;5;b7,G#,D#,F#,B,D#,x
G#m7b5;1,2,x,3,4,1,x,1;b3;b5;b7,G#,x,F#,B,D,x
G#m9;1,1,3,1,1,1,4,1;b3;5;b7;9,G#,D#,F#,B,D#,A#
G#m9;2,x,x,2,1,4,3,1;b3;5;b7;9,x,x,G#,B,F#,A#
G#m9;3,x,2,1,3,4,x,1;b3;5;b7;9,x,G#,B,F#,A#,x
G#m9;4,2,x,3,1,0,4,1;b3;5;b7;9,G#,x,F#,A#,B,G#
G#maj;1,x,x,1,1,1,4,1;3;5,x,x,D#,G#,C,G#
G#maj;2,1,3,4,2,1,1,1;3;5,G#,D#,G#,C,D#,G#
G#maj;3,x,4,3,1,2,1,1;3;5,x,G#,C,D#,G#,C
G#maj;4,x,3,1,1,1,x,1;3;5,x,C,D#,G#,C,x
G#maj7;1,x,x,4,3,2,1,1;3;5;7,x,x,G#,C,D#,G
G#maj7;2,1,4,2,3,1,x,1;3;5;7,G#,D#,G,C,D#,x
G#maj7;3,x,4,3,1,1,1,1;3;5;7,x,G#,C,D#,G,C
G#maj9;1,2,1,4,1,3,x,1;3;5;7;9,G#,C,G,A#,D#,x
G#maj9;2,x,x,4,1,2,1,1;3;5;7;9,x,x,G#,A#,D#,G
G#maj9;3,x,2,1,4,3,x,1;3;5;7;9,x,G#,C,G,A#,x
G#sus4;1,x,x,1,1,2,4,1;4;5,x,x,D#,G#,C#,G#
G#sus4;2,1,1,3,4,1,1,1;4;5,G#,C#,G#,C#,D#,G#
G#sus4;3,x,x,1,2,3,4,1;4;5,x,x,G#,D#,G#,C#
Gb5;1,1,3,4,x,x,x,1;5,F,C#,F,x,x,x
Gb6;1,1,x,3,2,4,1,1;3;5;6,F,x,F,A#,D,F
Gb6;2,x,4,2,3,1,x,1;3;5;6,x,F,A#,D,F,x
Gb6;3,x,1,3,3,3,3,1;3;5;6,x,F,C#,F,A#,D
Gb7;1,1,3,1,2,4,1,1;3;5;b7,F,C#,E,A#,E,F
Gb7;2,x,3,2,4,1,x,1;3;5;b7,x,F,A#,E,F,x
Gb7;3,x,1,3,1,4,1,1;3;5;b7,x,F,C#,E,A#,C#
Gb7;4,x,x,x,2,1,3,1;3;5;b7,x,x,x,C#,E,A#
Gb7;5,1,x,2,3,x,x,1;3;5;b7,F,x,E,A#,x,x
Gb7;6,x,2,1,3,x,x,1;3;5;b7,x,F,A#,E,x,x
Gb7;7,x,x,1,3,2,4,1;3;5;b7,x,x,F,C#,E,A#
Gb7;8,x,3,x,2,1,x,1;3;5;b7,x,E,x,C#,E,x
Gb9;1,x,x,2,1,3,4,1;3;5;b7;9,x,x,E,G#,C#,F
Gb9;2,x,x,1,3,2,1,1;3;5;b7;9,x,x,F,C#,E,G#
Gb9;3,x,2,1,3,4,x,1;3;5;b7;9,x,F,A#,E,G#,x
Gb9;4,2,x,1,3,4,x,1;3;5;b7;9,C#,x,A#,E,G#,x
Gb9;5,x,x,1,3,3,3,1;3;5;b7;9,x,x,A#,E,G#,C#
Gb9;6,x,2,1,3,3,3,1;3;5;b7;9,x,F,A#,E,G#,C#
Gb11;1,2,x,3,1,0,0,1;3;5;b7;9;11,F,x,E,G#,B,E
Gb11;2,x,x,1,1,2,1,1;3;5;b7;9;11,x,x,F,B,E,G#
Gb11;3,x,1,1,1,1,1,1;3;5;b7;9;11,x,F,B,E,G#,C#
Gb13;1,1,x,1,2,3,4,1;3;5;b7;9;11;13,F,x,E,A#,D,G#
Gb13;2,x,2,1,3,3,4,1;3;5;b7;9;11;13,x,F,A#,E,G#,D
Gb13;3,x,1,3,1,1,4,1;3;5;b7;9;11;13,x,F,C#,E,G#,D
Gb13;4,1,x,2,3,4,x,1;3;5;b7;9;11;13,F,x,E,A#,D,x
Gb13;5,x,x,1,3,3,4,1;3;5;b7;9;11;13,x,x,A#,E,G#,D
Gb43991;1,2,1,1,1,3,4,1;3;5;6;9,F,A#,D,G#,C#,F
Gb43991;2,x,x,2,1,3,4,1;3;5;6;9,x,x,F,A#,D,G#
Gb43991;3,x,2,1,1,3,4,1;3;5;6;9,x,F,A#,D,G#,C#
Gb7(#11);1,2,x,3,4,1,x,1;3;5;b7;#11,F,x,E,A#,C,x
Gb7(#5);1,1,x,1,2,3,1,1;3;#5;b7,F,x,E,A#,D,F
Gb7(#5);2,x,1,2,1,1,x,1;3;#5;b7,x,E,A#,D,F,x
Gb7(#5);3,x,1,4,1,3,2,1;3;#5;b7,x,F,D,E,A#,D
Gb7(#9);1,2,1,3,3,3,3,1;3;5;b7;#9,F,A#,E,A,C#,F
Gb7(#9);2,1,3,1,2,1,4,1;3;5;b7;#9,F,C#,E,A#,C#,A
Gb7(#9);3,x,2,1,3,4,x,1;3;5;b7;#9,x,F,A#,E,A,x
Gb7(#9);4,1,3,1,2,4,4,1;3;5;b7;#9,F,C#,E,A#,E,A
Gb7(b9);1,1,x,1,2,1,3,1;3;5;b7;b9,F,x,E,A#,C#,G
Gb7(b9);2,x,x,2,1,3,1,1;3;5;b7;b9,x,x,F,A#,E,G
Gb7(b9);3,x,2,1,3,1,x,1;3;5;b7;b9,x,F,A#,E,G,x
Gb7b5;1,1,3,2,4,x,x,1;3;b5;b7,F,C,E,A#,x,x
Gb7b5;2,x,x,1,2,3,4,1;3;b5;b7,x,x,F,C,E,A#
Gb7b5;3,x,1,2,1,3,x,1;3;b5;b7,x,F,C,E,A#,x
Gb7sus4;1,1,3,1,4,1,1,1;4;5;b7,F,C#,E,B,C#,F
Gb7sus4;2,x,2,3,4,1,x,1;4;5;b7,x,F,B,E,F,x
Gb7sus4;3,x,1,3,1,4,1,1;4;5;b7,x,F,C#,E,B,C#
Gb9b5;1,2,1,3,1,1,4,1;3;b5;b7;9,F,A#,E,G#,C,F
Gb9b5;2,x,x,1,2,3,1,1;3;b5;b7;9,x,x,F,C,E,G#
Gb9b5;3,1,2,1,3,4,1,1;3;b5;b7;9,C,F,A#,E,G#,C
Gbaug;1,x,3,2,1,1,x,1;3;#5,x,D,F,A#,D,x
Gbaug;2,4,3,2,1,x,x,1;3;#5,A#,D,F,A#,x,x
Gbaug;3,x,x,4,2,3,1,1;3;#5,x,x,D,F,A#,D
Gbdim;1,1,2,3,1,x,x,1;b3;b5,F,C,F,A,x,x
Gbdim;2,x,x,1,2,4,3,1;b3;b5,x,x,F,C,F,A
Gbdim;3,x,1,2,3,4,x,1;b3;b5,x,F,C,F,A,x
Gbdim7;1,2,4,1,3,x,x,1;b3;b5;bb7,A,D#,F,C,x,x
Gbdim7;2,x,2,3,1,4,x,1;b3;b5;bb7,x,A,D#,F,C,x
Gbdim7;3,x,x,1,3,2,4,1;b3;b5;bb7,x,x,D#,A,C,F
Gbdim7;4,2,x,1,3,1,x,1;b3;b5;bb7,F,x,D#,A,C,x
Gbm;1,1,3,4,1,1,1,1;b3;5,F,C#,F,A,C#,F
Gbm;2,x,x,1,3,4,2,1;b3;5,x,x,F,C#,F,A
Gbm;3,x,1,3,4,2,1,1;b3;5,x,F,C#,F,A,C#
Gbm;4,1,x,x,1,1,x,1;b3;5,F,x,x,A,C#,x
Gbm6;1,1,x,3,1,4,1,1;b3;5;6,F,x,F,A,D,F
Gbm6;2,x,3,1,2,1,x,1;b3;5;6,x,F,A,D,F,x
Gbm6;3,x,1,x,3,2,4,1;b3;5;6,x,F,x,F,A,D
Gbm7;1,1,3,1,1,4,1,1;b3;5;b7,F,C#,E,A,E,F
Gbm7;2,x,x,1,4,2,3,1;b3;5;b7,x,x,F,C#,E,A
Gbm7;3,x,1,3,1,2,1,1;b3;5;b7,x,F,C#,E,A,C#
Gbm7;4,2,x,3,3,3,x,1;b3;5;b7,F,x,E,A,C#,x
Gbm7;5,x,1,x,2,4,3,1;b3;5;b7,x,F,x,E,A,C#
Gbm7;6,1,x,x,x,2,0,1;b3;5;b7,F,x,x,x,C#,E
Gbm9;1,1,3,1,1,1,4,1;b3;5;b7;9,F,C#,E,A,C#,G#
Gbm9;2,x,x,2,1,4,3,1;b3;5;b7;9,x,x,F,A,E,G#
Gbm9;3,x,2,1,3,4,x,1;b3;5;b7;9,x,F,A,E,G#,x
Gbmaj;1,1,3,4,2,1,1,1;3;5,F,C#,F,A#,C#,F
Gbmaj;2,x,4,3,1,2,1,1;3;5,x,F,A#,C#,F,A#
Gbmaj;3,x,1,3,3,3,x,1;3;5,x,F,C#,F,A#,x
Gbmaj;4,3,1,1,x,x,x,1;3;5,A#,C#,F,x,x,x
Gbmaj;5,x,3,x,2,1,x,1;3;5,x,C#,x,A#,C#,x
Gbmaj13;1,1,x,2,3,4,x,1;3;5;7;9;11;13,F,x,F,A#,D,x
Gbmaj7;1,1,4,2,3,1,x,1;3;5;7,F,C#,F,A#,C#,x
Gbmaj7;2,x,4,3,1,1,1,1;3;5;7,x,F,A#,C#,F,A#
Gbmaj7;3,x,1,3,2,4,1,1;3;5;7,x,F,C#,F,A#,C#
Gbmaj7;4,2,4,1,x,x,x,1;3;5;7,A#,F,F,x,x,x
Gbmaj7;5,1,x,3,4,2,x,1;3;5;7,F,x,F,A#,C#,x
Gbmaj9;1,x,x,4,1,2,1,1;3;5;7;9,x,x,F,G#,C#,F
Gbmaj9;2,x,4,1,1,1,1,1;3;5;7;9,x,F,G#,C#,F,A#
Gbmaj9;3,x,2,1,4,3,x,1;3;5;7;9,x,F,A#,F,G#,x
Gbsus4;1,1,1,3,4,1,1,1;4;5,F,B,F,B,C#,F
Gbsus4;2,x,3,4,1,2,x,1;4;5,x,F,B,C#,F,x
Gbsus4;3,x,1,2,3,4,1,1;4;5,x,F,C#,F,B,C#
